HAUL_CYCLE_REC_IDENT,LOAD_START_TIMESTAMP,LOADING_EASTING,LOADING_NORTHING,LOADING_ELEVATION,LOAD_LOCATION_SNAME,BLOCK_SNAME,DUMP_LOCATION_SNAME
2690966,18:04.0,804500.9685,7511562.867,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690976,23:08.0,804505.0277,7511558.299,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690995,52:11.0,806904.1526,7508744.721,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2691034,42:35.0,804210.5445,7510435.32,NULL,ROM2_1_9_28,NULL,CRUSHER2
2691069,51:49.0,804499.8422,7511561.58,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691087,12:49.0,806908.72,7508751.643,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2691116,08:06.0,804205.4778,7510448.648,NULL,ROM2_1_9_28,NULL,CRUSHER1
2691195,44:57.0,804194.4454,7510473.896,NULL,ROM2_1_9_28,NULL,CRUSHER1
2691222,42:35.0,798948.8999,7513184.868,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691246,48:46.0,804196.7305,7510468.903,NULL,ROM2_1_9_28,NULL,CRUSHER2
2691262,59:26.0,803950.0066,7511041.235,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2691272,54:04.0,803946.0905,7511026.709,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2691285,11:57.0,804572.4449,7511567.61,NULL,ROM2_3_34_28,NULL,CRUSHER2
2691310,06:17.0,804564.0252,7511568.307,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691324,10:09.0,798954.459,7513183.624,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691373,25:22.0,798944.666,7513177.025,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691393,29:02.0,803951.7836,7511086.125,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2691486,15:37.0,804578.1141,7511568.097,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691496,16:40.0,798942.7075,7513182.063,NULL,ROM1_2_11_12,NULL,CRUSHER3
2691497,45:22.0,806188.5553,7513225.088,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2691526,33:13.0,804592.9203,7511563.641,NULL,ROM2_3_34_28,NULL,CRUSHER2
2691559,52:26.0,806188.6771,7513222.443,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER1
2691594,55:56.0,798934.935,7513191.741,NULL,ROM1_2_11_12,NULL,CRUSHER3
2691608,02:59.0,804581.1295,7511566.618,NULL,ROM2_3_34_28,NULL,CRUSHER2
2691610,01:42.0,798932.6543,7513190.698,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691698,40:46.0,806893.969,7508790.482,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2691753,50:33.0,804393.3835,7511772.232,NULL,ROM2_0_46_3,NULL,CRUSHER2
2691765,55:36.0,804410.6677,7511777.752,NULL,ROM2_0_46_3,NULL,CRUSHER1
2691781,06:04.0,806885.524,7508783.015,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2691782,01:02.0,798660.2316,7513271.902,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691801,20:48.0,806882.2977,7508778.037,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2691830,19:51.0,798939.5451,7513194.475,NULL,ROM1_2_11_12,NULL,CRUSHER3
2691831,23:15.0,806882.4582,7508777.907,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2691848,30:07.0,806179.3798,7513206.048,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2691855,26:04.0,804331.1721,7511740.576,NULL,ROM2_0_46_3,NULL,CRUSHER1
2691867,35:56.0,806176.2385,7513206.013,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER1
2691885,33:55.0,798934.4262,7513195.561,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691892,42:50.0,806885.9956,7508776.411,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2691980,10:03.0,798935.8781,7513193.254,NULL,ROM1_2_15_8,NULL,CRUSHER3
2692243,50:08.0,806171.169,7513200.255,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER1
2692249,50:06.0,804381.3661,7511759.741,NULL,ROM2_0_46_3,NULL,CRUSHER1
2692266,51:33.0,798935.8106,7513187.91,NULL,ROM1_2_15_8,NULL,CRUSHER3
2692275,03:36.0,806178.3883,7513195.581,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2692287,59:41.0,806903.8664,7508786.445,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2692303,06:19.0,806901.1809,7508784.256,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2692322,05:05.0,798665.4962,7513259.21,NULL,ROM1_2_11_12,NULL,CRUSHER3
2692341,11:30.0,798943.1739,7513186.832,NULL,ROM1_2_15_8,NULL,CRUSHER3
2692360,26:27.0,806893.5973,7508776.444,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2692368,18:27.0,798936.0374,7513196.279,NULL,ROM1_2_15_8,NULL,CRUSHER3
2692418,42:42.0,806892.393,7508773.846,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2692424,45:37.0,806891.7284,7508774.02,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2692429,40:00.0,798944.2705,7513182.458,NULL,ROM1_2_15_8,NULL,CRUSHER3
2688900,34:54.0,804555.0981,7511578.114,NULL,ROM2_3_34_28,NULL,CRUSHER1
2688911,37:12.0,803876.0419,7511327.666,NULL,ROM2_3_41_18,NULL,CRUSHER1
2688931,48:17.0,803871.8538,7511328.26,NULL,ROM2_3_41_18,NULL,CRUSHER1
2688942,53:15.0,803859.8505,7511323.656,NULL,ROM2_3_41_18,NULL,CRUSHER1
2688947,54:01.0,798983.2615,7513150.538,NULL,ROM1_2_15_8,NULL,CRUSHER3
2688971,07:52.0,803879.6987,7511327.505,NULL,ROM2_3_41_18,NULL,CRUSHER1
2688981,12:48.0,806863.9784,7508758.406,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689007,26:47.0,798745.535,7513237.425,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689018,03:26.0,806848.5426,7508744.165,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689026,36:52.0,803880.1111,7511329.081,NULL,ROM2_3_41_18,NULL,CRUSHER1
2689061,01:12.0,805701.0339,7512501.382,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689062,01:01.0,806849.9526,7508745.284,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689071,58:02.0,798986.0225,7513159.149,NULL,ROM1_2_11_12,NULL,CRUSHER3
2689107,10:47.0,803868.3858,7511328.973,NULL,ROM2_3_41_18,NULL,CRUSHER1
2689117,47:51.0,805696.3921,7512503.206,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689121,29:24.0,806840.7914,7508736.41,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689143,33:15.0,805706.9963,7512500.813,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689155,40:16.0,806841.775,7508732.381,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689187,36:52.0,805642.541,7512515.863,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689205,11:34.0,806844.9662,7508729.434,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689241,16:43.0,798979.4475,7513158.362,NULL,ROM1_2_11_12,NULL,CRUSHER3
2689264,43:16.0,804233.0019,7510342.851,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689271,38:32.0,804234.3909,7510338.48,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689279,33:45.0,804504.8165,7511566.361,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689299,40:53.0,803944.1227,7511129.27,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689312,51:19.0,804230.5715,7510343.614,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689324,51:17.0,798723.1311,7513239.248,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689327,51:13.0,803943.9487,7511131.508,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689339,58:03.0,804511.5902,7511566.197,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689349,00:29.0,804227.3741,7510349.298,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689377,19:31.0,804235.1907,7510350.82,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689413,22:15.0,798711.6766,7513249.909,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689421,25:50.0,804526.5864,7511569.333,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689456,37:07.0,798963.5967,7513167.622,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689460,27:21.0,806856.0763,7508736.958,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689508,16:30.0,804520.4852,7511567.35,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689515,05:24.0,798955.8124,7513164.557,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689524,11:27.0,798752.4068,7513239.008,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689530,20:26.0,804520.1289,7511570.319,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689601,02:57.0,803947.2048,7511024.857,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689635,22:25.0,804553.2042,7511574.596,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689679,40:16.0,798940.5256,7513179.539,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689696,47:47.0,804224.9446,7510389.39,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689722,03:23.0,806864.1403,7508745.454,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689765,16:58.0,806868.5887,7508748.451,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2689781,19:38.0,804217.3825,7510411.328,NULL,ROM2_1_9_28,NULL,CRUSHER2
2689786,28:06.0,806869.8173,7508749.706,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2689796,26:15.0,798751.1385,7513242.18,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689822,55:05.0,806871.5706,7508751.276,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2689853,35:14.0,805648.5674,7512508.834,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2689857,45:57.0,804216.1027,7510396.569,NULL,ROM2_1_9_28,NULL,CRUSHER2
2689860,53:20.0,804214.2518,7510420.226,NULL,ROM2_1_9_28,NULL,CRUSHER2
2689865,07:19.0,806874.9237,7508755.162,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689884,57:26.0,798749.8235,7513243.961,NULL,ROM1_2_11_12,NULL,CRUSHER3
2689912,25:44.0,804205.5206,7510447.704,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689931,14:43.0,804210.7211,7510435.456,NULL,ROM2_1_9_28,NULL,CRUSHER2
2689966,28:10.0,804496.6444,7511565.849,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689979,26:56.0,798945.3881,7513178.147,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689989,32:56.0,804505.5136,7511563.778,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690004,42:16.0,806881.4459,7508761.553,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2690016,39:27.0,804202.2901,7510450.735,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690027,48:59.0,798733.5203,7513251.027,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690028,08:51.0,806884.3374,7508762.844,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2690042,57:35.0,804517.6873,7511568.91,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690063,55:49.0,804192.3945,7510466.589,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690089,17:12.0,806887.478,7508760.464,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2690108,13:37.0,798946.3226,7513174.683,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690118,22:22.0,804189.4839,7510476.321,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690129,35:07.0,805654.9917,7512504.562,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2690199,50:15.0,804198.4449,7510461.31,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690224,58:26.0,804198.7613,7510446.246,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690249,29:45.0,804583.5585,7511570.487,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690254,06:45.0,804561.9678,7511571.419,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690345,33:56.0,804211.9271,7510413.597,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690382,44:16.0,798726.4513,7513250.169,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690428,57:17.0,798962.6839,7513173.189,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690441,13:50.0,806867.139,7508720.932,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690485,09:29.0,805668.3043,7512504.35,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2690508,23:21.0,798957.7696,7513182.42,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690514,30:46.0,806869.6551,7508719.689,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690521,34:43.0,806870.1121,7508720.172,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690551,18:25.0,805667.3412,7512504.412,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2690582,49:15.0,804229.5054,7510377.812,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690591,58:37.0,806874.5477,7508714.97,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690601,02:18.0,804572.7162,7511569.082,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690671,33:21.0,804551.0627,7511565.063,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690682,37:54.0,804545.6236,7511564.1,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690683,32:48.0,804223.9016,7510402.456,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690722,52:09.0,798967.6259,7513170.912,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690724,54:35.0,804534.4053,7511563.789,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690736,04:10.0,806887.5921,7508726.957,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690751,06:50.0,804527.0186,7511564.833,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690754,50:21.0,804199.646,7510456.144,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690764,11:58.0,804521.2177,7511568.365,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690773,15:21.0,804208.4006,7510440.391,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690818,33:48.0,805675.9735,7512505.358,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2690832,39:05.0,806890.4701,7508729.61,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690838,35:47.0,798978.4254,7513161.974,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690896,07:39.0,804500.7095,7511566.094,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690920,03:17.0,804194.0145,7510466.603,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690927,06:26.0,798706.5965,7513252.543,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690949,29:26.0,806900.747,7508740.182,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690984,24:39.0,798695.9223,7513262.065,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690994,28:22.0,798691.7318,7513254.462,NULL,ROM1_2_11_12,NULL,CRUSHER3
2691018,36:16.0,798928.9796,7513189.55,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691073,01:59.0,806906.209,7508750.05,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2691086,07:32.0,806907.1919,7508752.066,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2691096,59:03.0,804505.7767,7511558.748,NULL,ROM2_3_34_28,NULL,CRUSHER2
2691122,07:03.0,804501.1026,7511561.828,NULL,ROM2_3_34_28,NULL,CRUSHER2
2691145,13:47.0,804201.7699,7510461.81,NULL,ROM2_1_9_28,NULL,CRUSHER2
2691167,23:51.0,804197.0586,7510460.335,NULL,ROM2_1_9_28,NULL,CRUSHER2
2691178,13:24.0,804351.4224,7511759.41,NULL,ROM2_0_46_3,NULL,CRUSHER2
2691190,09:27.0,804359.1325,7511762.453,NULL,ROM2_0_46_3,NULL,CRUSHER1
2691226,43:42.0,804534.9733,7511568.007,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691250,47:52.0,798950.9712,7513183.007,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691294,01:36.0,798952.7593,7513183.321,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691347,18:01.0,798671.6944,7513263.336,NULL,ROM1_2_11_12,NULL,CRUSHER3
2691365,24:44.0,803955.5727,7511088.784,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2691400,33:09.0,798926.2061,7513190.405,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691417,40:12.0,804592.9035,7511569.742,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691434,43:50.0,804332.6619,7511750.308,NULL,ROM2_0_46_3,NULL,CRUSHER1
2691444,47:53.0,804589.2006,7511570.428,NULL,ROM2_3_34_28,NULL,CRUSHER2
2691481,11:12.0,804343.2296,7511756.906,NULL,ROM2_0_46_3,NULL,CRUSHER1
2691549,37:56.0,803949.1956,7511025.946,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2691596,04:10.0,804378.5432,7511765.749,NULL,ROM2_0_46_3,NULL,CRUSHER2
2691617,10:39.0,806902.3419,7508797.839,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2691636,10:58.0,798657.6697,7513273.716,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691664,29:47.0,806187.6293,7513214.602,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2691707,44:09.0,806183.8147,7513209.236,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER1
2691711,43:26.0,806891.6258,7508787.959,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2691761,53:56.0,798934.8148,7513193.59,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691766,59:58.0,806888.1944,7508784.004,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2691845,27:55.0,806882.8313,7508779.019,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2691920,50:38.0,804347.5633,7511747.604,NULL,ROM2_0_46_3,NULL,CRUSHER2
2691970,04:40.0,804362.4542,7511751.839,NULL,ROM2_0_46_3,NULL,CRUSHER1
2692023,24:45.0,806174.0262,7513203.453,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2692204,36:05.0,806170.304,7513201.345,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2692246,44:31.0,798667.4862,7513268.654,NULL,ROM1_2_11_12,NULL,CRUSHER3
2692264,55:47.0,806904.7438,7508787.137,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2692270,06:22.0,806176.9656,7513196.033,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2692323,09:03.0,804395.384,7511764.683,NULL,ROM2_0_46_3,NULL,CRUSHER1
2692350,21:38.0,806895.9428,7508779.515,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2692362,25:40.0,806172.5695,7513196.497,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER1
2692375,21:04.0,804331.1914,7511733.296,NULL,ROM2_0_46_3,NULL,CRUSHER1
2692385,34:02.0,806169.2231,7513196.792,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2692396,37:48.0,806170.7356,7513194.955,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2692397,35:30.0,806891.2854,7508774.953,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2692407,36:06.0,804336.95,7511737.333,NULL,ROM2_0_46_3,NULL,CRUSHER2
2692409,33:51.0,798949.6552,7513185.948,NULL,ROM1_2_15_8,NULL,CRUSHER3
2692434,48:45.0,806892.2222,7508772.996,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2692437,43:21.0,804342.3593,7511739.308,NULL,ROM2_0_46_3,NULL,CRUSHER2
2692461,51:34.0,804342.4435,7511744.688,NULL,ROM2_0_46_3,NULL,CRUSHER1
2692492,01:56.0,804352.1721,7511745.118,NULL,ROM2_0_46_3,NULL,CRUSHER1
2692506,13:25.0,806896.0163,7508765.514,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2692507,13:36.0,806170.1934,7513188.911,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER1
2692518,59:38.0,804342.0102,7511727.657,NULL,ROM2_0_46_3,NULL,CRUSHER1
2692528,17:55.0,806896.6949,7508765.965,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2692548,22:32.0,798960.1118,7513183.772,NULL,ROM1_2_15_8,NULL,CRUSHER3
2692569,30:45.0,798954.9877,7513181.281,NULL,ROM1_2_15_8,NULL,CRUSHER3
2688894,31:08.0,798988.3213,7513150.186,NULL,ROM1_2_15_8,NULL,CRUSHER3
2688904,39:20.0,804566.1419,7511571.656,NULL,ROM2_3_34_28,NULL,CRUSHER1
2688918,43:12.0,803889.5316,7511326.4,NULL,ROM2_3_41_18,NULL,CRUSHER1
2688934,50:53.0,805706.9058,7512504.113,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2688937,50:36.0,804573.2314,7511573.938,NULL,ROM2_3_34_28,NULL,CRUSHER1
2688964,03:35.0,804564.6872,7511579.099,NULL,ROM2_3_34_28,NULL,CRUSHER1
2688967,29:12.0,805706.3075,7512504.425,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2688975,10:51.0,804507.2905,7511567.386,NULL,ROM2_3_34_28,NULL,CRUSHER1
2688976,12:04.0,798992.5111,7513160.313,NULL,ROM1_2_11_12,NULL,CRUSHER3
2688983,20:44.0,805714.7588,7512504.51,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2688984,20:35.0,806863.7762,7508758.832,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689030,08:09.0,806844.8558,7508741.333,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689050,56:18.0,806852.8666,7508749.16,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689065,05:40.0,806847.0034,7508743.441,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689067,57:42.0,804501.7688,7511564.462,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689083,03:51.0,803874.5399,7511330.642,NULL,ROM2_3_41_18,NULL,CRUSHER1
2689094,14:41.0,806842.1702,7508738.75,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689111,11:58.0,804499.4059,7511567.354,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689126,26:01.0,805706.9963,7512500.813,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689128,32:39.0,806837.8299,7508734.847,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689133,23:56.0,798980.4142,7513163.046,NULL,ROM1_2_11_12,NULL,CRUSHER3
2689173,42:56.0,804499.0104,7511563.413,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689177,51:47.0,805694.5108,7512503.002,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689188,47:32.0,798978.6468,7513163.526,NULL,ROM1_2_11_12,NULL,CRUSHER3
2689209,57:23.0,803872.5189,7511328.809,NULL,ROM2_3_41_18,NULL,CRUSHER1
2689211,08:44.0,806844.8771,7508729.658,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689253,22:54.0,806848.8753,7508731.984,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689266,34:14.0,804232.7059,7510340.707,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689293,45:22.0,804517.8881,7511572.382,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689348,59:11.0,798968.9772,7513168.213,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689393,21:19.0,805643.8517,7512513.56,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689442,33:28.0,804532.3023,7511566.367,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689449,34:43.0,804235.508,7510341.379,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689464,43:42.0,804530.5356,7511570.901,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689468,45:19.0,804234.3824,7510340.778,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689470,44:39.0,798702.6014,7513256.87,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689496,55:11.0,804538.0843,7511570.56,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689510,18:12.0,803954.3881,7511088.716,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689514,40:27.0,804217.191,7510410.974,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689518,08:42.0,NULL,NULL,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689526,14:36.0,804232.1548,7510341.858,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689528,13:34.0,803953.7397,7511096.009,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689573,52:32.0,806850.4126,7508734.449,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689594,55:18.0,803953.139,7511023.856,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689605,02:20.0,804550.8923,7511571.878,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689630,30:20.0,806857.218,7508738.502,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689647,24:34.0,798761.4915,7513233.598,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689687,43:54.0,804228.0124,7510383.508,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689699,16:52.0,798930.6022,7513183.895,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689707,51:24.0,804222.9293,7510394.236,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689726,05:52.0,806865.3791,7508745.825,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689746,18:22.0,804209.0916,7510438.613,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689750,05:58.0,804218.5398,7510401.659,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689776,21:52.0,806868.5756,7508748.417,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2689802,32:06.0,806871.4417,7508750.946,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
